City,Office/Department Name,Level,Street Address,Province,Postal Code,Phone Number,Website,Decision Maker Name,Title/Role,Notes
Tecumseh,Town of Tecumseh - Planning and Building Services,Municipal,917 Lesperance Road,ON,N8N 1W9,519-735-2184,https://www.tecumseh.ca,,Director of Planning and Building Services,
Tecumseh,Town of Tecumseh - People and Culture,Municipal,917 Lesperance Road,ON,N8N 1W9,519-735-2184,https://www.tecumseh.ca,,Director of People and Culture,HR and workforce development
Amherstburg,Town of Amherstburg - Office of the Mayor,Municipal,271 Sandwich Street South,ON,N9V 2A5,519-736-0012 ext 2244,https://www.amherstburg.ca,Michael Prue,Mayor,mprue@amherstburg.ca - Cell 519-992-5075
Amherstburg,Town of Amherstburg - Chief Administrative Officer,Municipal,271 Sandwich Street South,ON,N9V 2A5,519-736-0012,https://www.amherstburg.ca,Valerie Critchley,Chief Administrative Officer,EA to CAO Viktorya Paller ext 2227
Amherstburg,Town of Amherstburg - Development Services,Municipal,271 Sandwich Street South,ON,N9V 2A5,519-736-0012 ext 2137,https://www.amherstburg.ca,,Director Development Services/Deputy CAO,
Amherstburg,Town of Amherstburg - Parks Recreation and Facilities,Municipal,271 Sandwich Street South,ON,N9V 2A5,519-736-0012 ext 2128,https://www.amherstburg.ca,,Director Parks Recreation and Facilities,Phone 519-736-5712
Amherstburg,Town of Amherstburg - Tourism and Economic Development,Municipal,271 Sandwich Street South,ON,N9V 2A5,519-730-1309,https://www.amherstburg.ca,,Manager Tourism and Economic Development,
Kingsville,Town of Kingsville - Office of the Mayor,Municipal,2021 Division Road North,ON,N9Y 2Y9,519-733-2305,https://www.kingsville.ca,,Mayor,TTY 1-877-674-4832
Kingsville,Town of Kingsville - Chief Administrative Officer,Municipal,2021 Division Road North,ON,N9Y 2Y9,519-733-2305,https://www.kingsville.ca,John Norton,Chief Administrative Officer,BA MA LLB - Since 2020
Kingsville,Town of Kingsville - Finance and Corporate Services,Municipal,2021 Division Road North,ON,N9Y 2Y9,519-733-2305,https://www.kingsville.ca,Ryan McLeod,Director of Finance and Corporate Services/Treasurer,CPA CA
Kingsville,Town of Kingsville - Municipal Governance/Clerk,Municipal,2021 Division Road North,ON,N9Y 2Y9,519-733-2305,https://www.kingsville.ca,Paula Parker,Manager of Municipal Governance/Town Clerk,
Kingsville,Town of Kingsville - Human Resources,Municipal,2021 Division Road North,ON,N9Y 2Y9,519-733-2305,https://www.kingsville.ca,Jennifer Galea,Manager of Human Resources,CHRL
Kingsville,Town of Kingsville - Planning and Development Services,Municipal,2021 Division Road North,ON,N9Y 2Y9,519-733-2305,https://www.kingsville.ca,Richard Wyma,Director of Planning and Development Services,BES Hons MLA
Kingsville,Town of Kingsville - Public Operations,Municipal,2021 Division Road North,ON,N9Y 2Y9,519-733-2305,https://www.kingsville.ca,Shaun Martinho,Director of Public Operations,HBSc MBA
Leamington,Municipality of Leamington - Office of the Mayor,Municipal,111 Erie Street North,ON,N8H 2Z9,519-326-5761,https://www.leamington.ca,Hilda MacDonald,Mayor,Council@leamington.ca
Leamington,Municipality of Leamington - Deputy Mayor,Municipal,111 Erie Street North,ON,N8H 2Z9,519-326-5761,https://www.leamington.ca,Larry Verbeke,Deputy Mayor,
Leamington,Municipality of Leamington - Chief Administrative Officer,Municipal,111 Erie Street North,ON,N8H 2Z9,519-326-5761,https://www.leamington.ca,Peter Neufeld,Chief Administrative Officer,OMAA President 2024
Leamington,Municipality of Leamington - Infrastructure Services,Municipal,111 Erie Street North,ON,N8H 2Z9,519-326-5761,https://www.leamington.ca,Robert Sharon,Director of Infrastructure Services,Roads parks water wastewater
Leamington,Municipality of Leamington - Legal and Legislative Services,Municipal,111 Erie Street North,ON,N8H 2Z9,519-326-5761,https://www.leamington.ca,Matthew Todd,Director of Legal and Legislative Services,Clerk HR by-law enforcement
Leamington,Municipality of Leamington - Finance and Business Services,Municipal,111 Erie Street North,ON,N8H 2Z9,519-326-5761,https://www.leamington.ca,Laura Rauch,Director of Finance and Business Services/Treasurer,
Leamington,Municipality of Leamington - Community and Development Services,Municipal,111 Erie Street North,ON,N8H 2Z9,519-326-5761,https://www.leamington.ca,Kari Myers,Director of Community and Development Services,
Lakeshore,Municipality of Lakeshore - Office of the Mayor,Municipal,419 Notre Dame Street,ON,N8L 0P8,519-728-2700,https://www.lakeshore.ca,Tracey Bailey,Mayor,Belle River location
Lakeshore,Municipality of Lakeshore - Chief Administrative Officer,Municipal,419 Notre Dame Street,ON,N8L 0P8,519-728-2700,https://www.lakeshore.ca,Tyson Cragg,Chief Administrative Officer,Started January 14 2025
Lakeshore,Municipality of Lakeshore - Development Services,Municipal,419 Notre Dame Street,ON,N8L 0P8,519-728-2700,https://www.lakeshore.ca,,Director of Development Services,Building and Community Planning
Lakeshore,Municipality of Lakeshore - Operations,Municipal,419 Notre Dame Street,ON,N8L 0P8,519-728-2700,https://www.lakeshore.ca,,Director of Operations,
Essex,Town of Essex - Office of the Mayor,Municipal,33 Talbot Street South,ON,N8M 1A8,519-776-7336,https://www.essex.ca,Sherry Bondy,Mayor,Fax 519-776-8811
Essex,Town of Essex - Chief Administrative Officer,Municipal,33 Talbot Street South,ON,N8M 1A8,519-776-7336,https://www.essex.ca,Kate Giurissevich,Chief Administrative Officer,Effective May 20 2025 - Previously Director Corporate Services
Essex,Town of Essex - Community Services,Municipal,33 Talbot Street South,ON,N8M 1A8,519-776-7336,https://www.essex.ca,,Director of Community Services,Parks Facilities Recreation Fire
Essex,Town of Essex - Corporate Services,Municipal,33 Talbot Street South,ON,N8M 1A8,519-776-7336,https://www.essex.ca,,Director of Corporate Services,Finance and IT
Essex,Town of Essex - Infrastructure Services,Municipal,33 Talbot Street South,ON,N8M 1A8,519-776-7336,https://www.essex.ca,,Director of Infrastructure Services,Capital Works Drainage Operations
Essex,Town of Essex - Development Services,Municipal,33 Talbot Street South,ON,N8M 1A8,519-776-7336,https://www.essex.ca,,Director of Development Services,Planning and building
Essex,County of Essex - Administration,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,Sandra Zwiers,Chief Administrative Officer,szwiers@countyofessex.ca - TTY 1-877-624-4832 - Fax 519-776-4455
Essex,County of Essex - Warden,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,Hilda MacDonald,Warden,Also Mayor of Leamington
Essex,County of Essex - Legislative and Legal Services,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,,Director of Legislative and Legal Services/County Clerk,Council support
Essex,County of Essex - Financial Services,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,,Director of Financial Services/Treasurer,Accounting budgeting procurement
Essex,County of Essex - Human Resources,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,,Director of Human Resources,Recruitment compensation training
Essex,County of Essex - Information Technology,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,Darrel Laurendeau,Director of Information Technology,
Essex,County of Essex - Infrastructure and Planning Services,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,,Director of Infrastructure and Planning Services,Road maintenance active transportation
Essex,County of Essex - Essex County Library,County,360 Fairview Avenue West Suite 101,ON,N8M 1Y3,519-776-5241,https://www.essexcountylibrary.ca,Adam Craig,Chief Librarian/CEO,14 branches across Essex County
Essex,County of Essex - Essex-Windsor EMS,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,Justin Lammers,Chief Essex-Windsor EMS,275 paramedics 12 bases
Essex,County of Essex - Sun Parlor Home Long-Term Care,County,360 Fairview Avenue West,ON,N8M 1Y6,519-776-6441,https://www.countyofessex.ca,,Administrator Sun Parlor Home,206-bed facility
Chatham,Municipality of Chatham-Kent - Office of the Mayor,Municipal,315 King Street West PO Box 640,ON,N7M 5K8,519-436-3219,https://www.chatham-kent.ca,Darrin Canniff,Mayor,CKmayor@chatham-kent.ca
Chatham,Municipality of Chatham-Kent - Chief Administrative Officer,Municipal,315 King Street West,ON,N7M 5K8,519-436-3241,https://www.chatham-kent.ca,Michael Duben,Chief Administrative Officer,5 General Managers report to CAO
Chatham,Municipality of Chatham-Kent - Deputy CAO,Municipal,315 King Street West,ON,N7M 5K8,519-436-3241,https://www.chatham-kent.ca,Dave Taylor,Deputy Chief Administrative Officer,New appointment 2025
Chatham,Municipality of Chatham-Kent - Human Resources,Municipal,315 King Street West,ON,N7M 5K8,519-360-1998,https://www.chatham-kent.ca,,Director of Human Resources,
Windsor,Service Canada Centre - Windsor,Federal,400 City Hall Square East Suite 103,ON,N9A 7K6,1-800-622-6232,https://www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,,Manager,CPP EI OAS services - Fax 519-560-2700 - Hours 8:30am-4pm
Chatham,Service Canada Centre - Chatham-Kent,Federal,120 Wellington Street West,ON,N7M 1J9,1-800-622-6232,https://www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,,Manager,Federal government services
Windsor,Canada Revenue Agency - Windsor,Federal,441 University Avenue West Suite 101,ON,N9A 5S8,1-800-959-8281,https://www.canada.ca/en/revenue-agency.html,,Manager,No walk-in counter service - Fax 519-257-6558
Windsor,CBSA - Ambassador Bridge,Federal,2360 College Avenue,ON,N9C 4C3,519-967-3200,https://www.cbsa-asfc.gc.ca,,District Director,24/7 operation - Commercial and traveller processing
Windsor,CBSA - Windsor-Detroit Tunnel,Federal,120 Church Street,ON,N9A 4A2,519-973-7000,https://www.cbsa-asfc.gc.ca,,District Director,24/7 operation
Windsor,Veterans Affairs Canada - Windsor,Federal,1 Riverside Drive West Suite 600,ON,N9A 5K3,1-866-522-2122,https://www.veterans.gc.ca,,District Director,Fax 519-257-6352 - Hours 8:30am-4:30pm - Crisis line 1-800-268-7708
Windsor,ServiceOntario - Windsor City Hall,Provincial,400 City Hall Square East,ON,N9A 7K6,1-800-267-8097,https://www.ontario.ca/locations/serviceontario,,Manager,Health cards drivers licences birth certificates
Windsor,ServiceOntario - Windsor Dougall Avenue,Provincial,2467 Dougall Avenue,ON,N8X 1T2,1-800-267-8097,https://www.ontario.ca/locations/serviceontario,,Manager,Full service counter
Chatham,ServiceOntario - Chatham,Provincial,315 King Street West,ON,N7M 5K8,1-800-267-8097,https://www.ontario.ca/locations/serviceontario,,Manager,
Windsor,WSIB - Windsor Office,Provincial,2485 Ouellette Avenue,ON,N8X 1L5,1-800-387-0750,https://www.wsib.ca,,Manager,Hours 7:30am-6pm Mon-Fri - Local 416-344-1000
Windsor,Ontario Works - Windsor Office,Provincial,400 City Hall Square East,ON,N9A 7K6,519-255-5200,https://www.citywindsor.ca/residents/social-services/ontario-works,,Manager,Toll free 1-866-925-2022 - socserv@citywindsor.ca
Leamington,Ontario Works - Leamington Office,Provincial,33 Princess Street Unit 130,ON,N8H 5C5,519-946-9988,https://www.citywindsor.ca/residents/social-services/ontario-works,,Manager,Princess Centre location - Toll free 1-866-925-2022
Windsor,DriveTest Centre - Windsor,Provincial,2470 Dougall Avenue,ON,N8X 1T2,1-888-570-6110,https://drivetest.ca,,Manager,Hours 8:30am-5pm Mon-Fri - All licence classes
Windsor,Superior Court of Justice - Windsor,Provincial,245 Windsor Avenue,ON,N9A 1J2,519-973-6620,https://www.ontariocourts.ca/scj/,,Local Administrative Judge,Civil criminal family matters
Windsor,Ontario Court of Justice - Windsor,Provincial,200 Chatham Street East,ON,N9A 2W3,519-973-6600,https://www.ontariocourts.ca/ocj/,,Local Administrative Judge,Provincial offences - Family 519-973-6660
Windsor,Windsor Police Service - Headquarters,Municipal,150 Goyeau Street PO Box 60,ON,N9A 6J5,519-255-6700,https://www.windsorpolice.ca,Jason Bellaire,Chief of Police,Appointed November 2022 - Non-emergency line
Chatham,Chatham-Kent Police Service - Headquarters,Municipal,24 Third Street,ON,N7M 2M5,519-436-6600,https://www.ckpolice.com,Kirk Earley,Chief of Police,Appointed June 2024 - Direct 519-436-6603
Harrow,OPP Essex County Detachment,Provincial,44 King Street East,ON,N0R 1G0,519-738-3796,https://www.opp.ca,,Detachment Commander,Serves Tecumseh Lakeshore Kingsville Essex Leamington Pelee Island
Essex,OPP Essex County - Collision Reporting Centre,Provincial,1219 Hicks Road,ON,N8M 2X5,519-723-2491,https://www.opp.ca,,Supervisor,Off Manning Road - Mon-Fri 8am-4pm
Windsor,Windsor Fire and Rescue Services - Headquarters,Municipal,815 Goyeau Street,ON,N9A 1H7,519-253-6573,https://www.windsorfire.com,James Waffle,Fire Chief,Extension 3753 - Non-emergency
Chatham,Chatham-Kent Fire and Emergency Services,Municipal,5 Second Street,ON,N7M 5X2,519-352-1100,https://www.ckfes.ca,,Fire Chief,Non-emergency line
LaSalle,LaSalle Fire Service,Municipal,1900 Normandy Street,ON,N9H 1P8,519-966-0744,https://www.lasalle.ca/living-in-lasalle/lasalle-fire-service/,Ed Thiessen,Fire Chief,
Amherstburg,Amherstburg Fire Department,Municipal,3400 Middle Side Road,ON,N9V 2Y9,519-736-6500 ext 2241,https://www.amherstburg.ca/fire/,Michael Mio,Fire Chief/CEMC,mmio@amherstburg.ca
Tecumseh,Tecumseh Fire and Rescue Services,Municipal,917 Lesperance Road,ON,N8N 1W9,519-735-2184,https://www.tecumseh.ca,,Fire Chief,Non-emergency 519-979-4041
Kingsville,Kingsville Fire and Rescue,Municipal,1720 Division Road North,ON,N9Y 3S2,519-733-2314,https://www.kingsville.ca,Scott Moore,Fire Chief,smoore@kingsville.ca
Leamington,Leamington Fire Services,Municipal,5 Clark Street West,ON,N8H 1H2,519-326-5761,https://www.leamington.ca,Don Williamson,Fire Chief,Appointed 2024
Lakeshore,Lakeshore Fire Rescue,Municipal,419 Notre Dame Street,ON,N8L 0P8,519-728-2700 ext 422,https://www.lakeshore.ca,Jason Suchiu,Fire Chief,Fire Administration
Essex,Essex Fire and Rescue Services,Municipal,55 Alice Street North,ON,N8M 1C6,519-776-7132,https://www.essex.ca/en/live/fireandrescueservices.aspx,,Fire Chief,essexfire@essex.ca - Fax 519-776-8344
Windsor,ENWIN Utilities,Municipal/Utility,4545 Rhodes Drive,ON,N9A 5T7,519-255-2727,https://www.enwin.com,Garry Rossi,President and CEO,ceooffice@enwin.com - Hours Mon-Thu 8:30am-4:30pm
Chatham,Entegrus Powerlines,Municipal/Utility,320 Queen Street,ON,N7M 5K2,519-352-6300,https://www.entegrus.com,,President and CEO,Toll free 1-866-804-7325 - customerservice@entegrus.com
Oldcastle,Essex Powerlines Corporation,Municipal/Utility,2730 Highway 3,ON,N0R 1L0,519-737-6640,https://www.essexpowerlines.ca,Wayne Richard,General Manager,Emergency 519-561-6366 - customerservice@essexpowerlines.ca
Windsor,Transit Windsor,Municipal,300 Chatham Street West,ON,N9A 0A8,519-944-4111,https://www.citywindsor.ca/residents/transit-windsor,,Executive Director,khem@citywindsor.ca ext 2241 - Fax 519-944-5121
Chatham,CK Transit (Ride CK),Municipal,315 King Street West,ON,N7M 5K8,519-436-3233,https://www.chatham-kent.ca/transit,,Manager,ck311@chatham-kent.ca - Downtown Terminal 100 Wellington St W
Windsor,Windsor Public Library - Central Branch,Municipal,185 Ouellette Avenue,ON,N9A 5S8,519-255-6770,https://www.windsorpubliclibrary.com,Jen Knights,CEO,Appointed October 2024 - customerservice@windsorpubliclibrary.com
Windsor,Windsor Public Library - Bridgeview Branch,Municipal,1295 Campbell Avenue,ON,N9B 2J1,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Windsor,Windsor Public Library - Budimir Branch,Municipal,1310 Grand Marais Road West,ON,N9E 1C7,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Windsor,Windsor Public Library - Fontainebleau Branch,Municipal,3030 Rivard Avenue,ON,N8T 2J2,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Windsor,Windsor Public Library - Forest Glade Branch,Municipal,3211 Forest Glade Drive,ON,N8R 1W8,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Windsor,Windsor Public Library - John Chicken Chicken Muir Branch,Municipal,1499 McDougall Street,ON,N9A 1L5,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Windsor,Windsor Public Library - Local History Branch,Municipal,3312 Sandwich Street,ON,N9C 1B1,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,Archives and genealogy
Windsor,Windsor Public Library - Riverside Branch,Municipal,6305 Wyandotte Street East,ON,N8S 1M9,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Windsor,Windsor Public Library - Seminole Branch,Municipal,4285 Seminole Street,ON,N8Y 1X5,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Windsor,Windsor Public Library - WF Chisholm Branch,Municipal,1075 Ypres Avenue,ON,N8W 4W4,519-255-6770,https://www.windsorpubliclibrary.com,,Branch Manager,
Essex,Essex County Library - Administration,County,360 Fairview Avenue West Suite 101,ON,N8M 1Y3,519-776-5241,https://www.essexcountylibrary.ca,Adam Craig,Chief Librarian/CEO,14 branches
Essex,Essex County Library - Essex Branch,County,35 Gosfield Townline West,ON,N8M 0A1,226-946-1529 ext 435,https://www.essexcountylibrary.ca,,Branch Manager,
Harrow,Essex County Library - Harrow Branch,County,140 King Street West,ON,N0R 1G0,226-946-1529 ext 440,https://www.essexcountylibrary.ca,,Branch Manager,
McGregor,Essex County Library - McGregor Branch,County,9571 Walker Road,ON,N0R 1J0,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Comber,Essex County Library - Comber Branch,County,6405 Main Street,ON,N0P 1J0,226-946-1529 ext 222,https://www.essexcountylibrary.ca,,Branch Manager,
Belle River,Essex County Library - Toldo Branch,County,447 Renaud Line Road,ON,N0R 1A0,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Amherstburg,Essex County Library - Amherstburg Branch,County,225 Richmond Street,ON,N9V 1G3,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Kingsville,Essex County Library - Kingsville Branch,County,35 Main Street West,ON,N9Y 1H1,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Leamington,Essex County Library - Leamington Branch,County,1 John Street,ON,N8H 1S4,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
LaSalle,Essex County Library - LaSalle Branch,County,5950 Malden Road,ON,N9H 1S4,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,In LaSalle Civic Centre
Tecumseh,Essex County Library - Tecumseh Branch,County,13675 Tecumseh Road,ON,N8N 4R3,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Stoney Point,Essex County Library - Stoney Point Branch,County,8315 County Road 22,ON,N0R 1N0,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Woodslee,Essex County Library - Woodslee Branch,County,1550 County Road 46,ON,N0R 1V0,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Cottam,Essex County Library - Cottam Branch,County,187 Talbot Street South,ON,N0R 1B0,226-946-1529,https://www.essexcountylibrary.ca,,Branch Manager,
Chatham,Chatham-Kent Public Library - Chatham Main Branch,Municipal,120 Queen Street,ON,N7M 2G6,519-354-2940,https://www.chatham-kent.ca/library,Heidi Wyma,CEO/Chief Librarian,heidi.wyma@chatham-kent.ca - cklibrary@chatham-kent.ca
Wallaceburg,Chatham-Kent Public Library - Wallaceburg Branch,Municipal,112 James Street,ON,N8A 2N1,519-627-1463,https://www.chatham-kent.ca/library,,Branch Manager,
Tilbury,Chatham-Kent Public Library - Tilbury Branch,Municipal,18 Queen Street South,ON,N0P 2L0,519-682-0866,https://www.chatham-kent.ca/library,,Branch Manager,
Blenheim,Chatham-Kent Public Library - Blenheim Branch,Municipal,24 George Street,ON,N0P 1A0,519-676-5451,https://www.chatham-kent.ca/library,,Branch Manager,
Ridgetown,Chatham-Kent Public Library - Ridgetown Branch,Municipal,18 Main Street East,ON,N0P 2C0,519-674-2252,https://www.chatham-kent.ca/library,,Branch Manager,
Dresden,Chatham-Kent Public Library - Dresden Branch,Municipal,510 St. George Street North,ON,N0P 1M0,519-683-4351,https://www.chatham-kent.ca/library,,Branch Manager,
Wheatley,Chatham-Kent Public Library - Wheatley Branch,Municipal,35 Talbot Street West,ON,N0P 2P0,519-825-4864,https://www.chatham-kent.ca/library,,Branch Manager,
Bothwell,Chatham-Kent Public Library - Bothwell Branch,Municipal,324 Main Street,ON,N0P 1C0,519-695-2511,https://www.chatham-kent.ca/library,,Branch Manager,
Thamesville,Chatham-Kent Public Library - Thamesville Branch,Municipal,100 Tecumseh Street,ON,N0P 2K0,519-692-3666,https://www.chatham-kent.ca/library,,Branch Manager,
Merlin,Chatham-Kent Public Library - Merlin Branch,Municipal,25 Margaret Avenue,ON,N0P 1W0,519-689-4455,https://www.chatham-kent.ca/library,,Branch Manager,
Highgate,Chatham-Kent Public Library - Highgate Branch,Municipal,36 King Street South,ON,N0P 1T0,519-678-3343,https://www.chatham-kent.ca/library,,Branch Manager,
