City,Organization Name,Type/Category,CRA Registration #,Street Address,Province,Postal Code,Phone Number,Website,Decision Maker Name,Title/Role,Notes
Windsor,Dom Polski (Polish Club),Cultural/Ethnic (Polish),,"1275 Langlois Avenue",ON,N9A 4G2,519-252-5929,,,,"Polish cultural village"
Windsor,Serbian Centre Gracanica,Cultural/Ethnic (Serbian),,"6770 Tecumseh Road East",ON,N8T 1E6,519-944-4884,,,,"Serbian cultural organization"
Windsor,Serbian St. Dimitrije Church,Cultural/Ethnic (Serbian),,"2690 Seminole Street",ON,N8Y 1X7,,,,,,"Serbian Orthodox church and community"
Windsor,Hungarian Club,Cultural/Ethnic (Hungarian),,"790 Hanna Street East",ON,N8X 2N6,,,,,,"Hungarian cultural organization - Mindszenty Hall"
Windsor,Multicultural Council of Windsor and Essex County,Cultural/Ethnic,,"245 Janette Ave",ON,N9A 4Z2,519-255-1127,https://www.themcc.com/,,,"Hosts Carrousel of the Nations"
Windsor,Windsor Islamic Association,Religious,,"1320 Northwood Street",ON,N9E 1A4,519-966-2355,https://windsorislamicassociation.com/,,,"Est. 1964; serves 25,000+ members"
Windsor,Rose City Islamic Centre,Religious,,"5420 Empress St",ON,N8T 1B4,,,,,"Islamic centre"
Windsor,Islamic Society of Windsor,Religious,,"1320 Northwood St",ON,N9E 1A4,,https://iswindsor.ca/,,,"Islamic services and programs"
Windsor,Hindu Temple and Cultural Center of Windsor,Religious,,"7007 Enterprise Way",ON,N8T 3N6,519-737-5055,https://hmccw.org/,,,"Est. 1968; temple built 2015"
Windsor,Gurdwara Khalsa Parkash Windsor,Religious (Sikh),,"7955 CR-42 (County Road 42)",ON,N0R 1K0,519-735-6938,http://gurdwarakhalsaparkash.com/,,,"Sikh gurdwara"
Windsor,RCCG Restoration House Windsor,Religious,,"1493 Langlois Avenue",ON,N8X 4L9,519-995-2213,https://www.restorationhousewindsor.ca/,,,"Redeemed Christian Church of God"
Windsor,RCCG House of Refuge,Religious,,"1636 Tecumseh Road West",ON,N9B 1T8,226-783-5363,,,,"Redeemed Christian Church of God"
Windsor,Rotary Club of Windsor (1918),Service Club,,"2175 Parent Ave (Caboto Club)",ON,N8X 4K2,,https://rotary1918.com/,,,"Meets at Caboto Club"
Windsor,Rotary Club of Windsor-Roseland,Service Club,,"1800 EC Row North Service Rd (Fogolar Furlan)",ON,N8W 1Y3,,https://roselandrotary.com/,,,"Meets at Fogolar Furlan"
Windsor,Rotary Club of Windsor-Walkerville,Service Club,,"Victoria Tavern, Walkerville",ON,,,https://rotaryofwindsorwalkerville.ca/,,,"Meets 2nd Tuesday at Victoria Tavern"
Windsor,Rotary Club of Windsor St. Clair,Service Club,,"251-13300 Tecumseh Road East",ON,N8N 4R8,,https://www.rotarywindsorstclair.com/,,,"Tecumseh location"
Windsor,Lions Club of Windsor,Service Club,,"Golden Oak Golf Course",ON,,519-253-1323,https://e-clubhouse.org/sites/windsorca/,,,"Meets 2nd & 4th Monday 6:30pm at Golden Oak Golf Course"
Windsor,Kiwanis Club of Windsor,Service Club,,"PO BOX 1084",ON,N9A 6P4,,https://www.kiwanisclubofwindsor.com/,,,"Children's charity; runs Sunshine Point Camp"
Windsor,Windsor Optimist Club,Service Club,,"Egg & I Restaurant",ON,,,https://windsoroptimistclub.org/,,,"Meets Thursdays 6:30am at Egg & I restaurant"
Windsor,Windsor Most Precious Blood Council #1453,Fraternal (Knights of Columbus),,"Most Precious Blood Church",ON,,,https://uknight.org/CouncilSite/index.asp?CNO=1453,,,"Knights of Columbus council"
Windsor,Knights of Columbus Council #2356,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Knights of Columbus"
Windsor,Royal Canadian Legion Branch 644,Veterans,,"1570 Marentette",ON,N8Y 1C6,519-254-9592,https://www.branch644.com/,,,"Walkerville & Ambassador branches amalgamated 2022"
Windsor,Royal Canadian Legion Branch 255,Veterans,,"5645 Wyandotte St E",ON,N8S 1M4,519-948-3364,,,,"Riverside branch"
Windsor,Windsor Yacht Club,Recreation/Sports,,"9000 Riverside Drive East",ON,N8S 1H1,519-945-1863,https://www.windsoryachtclub.com/,,,"Est. 1937; sailing, yacht club"
Windsor,Beach Grove Golf & Country Club,Recreation/Sports,,"14134 Riverside Dr E",ON,N8N 1B6,519-735-2300,https://beachgrove.net/,,,"Est. 1921; Stanley Thompson course; curling"
Windsor,Essex Golf & Country Club,Recreation/Sports,,"7555 Matchette Road",ON,N9J 2S4,519-734-1251,https://www.essexgolf.com/,,,"Private golf club in LaSalle"
Windsor,Windsor Minor Hockey Association,Sports (Youth),,"2555 Pulford St",ON,N9A 6N4,519-254-1739,https://wmha.net/,,,"Youth hockey organization"
Windsor,Riverside Minor Hockey Association,Sports (Youth),,"8787 McHugh St",ON,N9A 6S1,519-944-0100,https://riversideminorhockey.ca/,,,"Youth hockey"
Windsor,Windsor Minor Football Association,Sports (Youth),,"3041 Dougall Ave Suite 303",ON,N9E 1S3,519-966-1492,https://wmfa86.com/,,,"Youth football ages 4-13"
Windsor,Forest Glade Baseball League,Sports (Youth),,"P.O. Box 27105, 7720 Tecumseh Rd. E",ON,N8T 3N5,226-975-3299,https://forestgladebaseball.com/,,,"56th season in 2026"
Windsor,Riverside Minor Baseball Association,Sports (Youth),,"6865 Ontario St",ON,N8S 1W7,,http://riversidebaseball.com/,,,"Youth baseball"
Windsor,Sun Parlour Girls Hockey Association,Sports (Youth),,"3205 Forest Glade Dr (Forest Glade Arena)",ON,N8R 1W7,519-735-7121,https://spfhahockey.com/,,,"Girls hockey"
Windsor,Soccer Windsor,Sports (Youth),,"2109 Ottawa St. Unit 210",ON,N8Y 1R8,519-944-2536,https://soccerwindsor.com/,,,"Youth soccer"
Windsor,Black Kids in Action (BKIA),Youth/Cultural,,"1050 University Ave West",ON,N9A 5S4,,https://www.bkia.ca/,,,"Black youth performing arts; serves 782+ youth; partnership with UWindsor SODA"
Windsor,MH100 Teen Program,Youth Services,,"536 Pelissier Street",ON,N9A 4L2,,https://www.mh100fitness.com/about,Mehari Hagos,Founder,"At-risk youth fitness and life skills; downtown Windsor"
Windsor,New Canadians' Centre of Excellence Inc (NCCE),Immigration/Settlement,,"660 Ouellette Ave",ON,N9A 1C1,519-258-4076,https://www.ncceinc.org/,,,"Serves 2500-2800 newcomers daily; 4 locations"
Windsor,Matthew House Refugee Welcome Centre,Immigration/Settlement,,"3185 Forest Glade Drive",ON,N8R 1W6,519-945-7627,https://matthewhousewindsor.org/,,,"Temporary shelter for refugee claimants"
Windsor,Women's Enterprise Skills Training of Windsor Inc (WEST),Employment/Settlement,,"647 Ouellette Ave Suite 201",ON,N9A 4J4,,https://www.westofwindsor.com/,,,"Women's employment and settlement"
Windsor,Windsor Essex Community Health Centre,Health/Community,,"1361 Ouellette Ave Unit 101",ON,N8X 1J6,519-253-8481,https://wechc.org/,,,"Community health services; multiple locations"
Windsor,Teen Health Centre Windsor,Health/Youth,,"1361 Ouellette Ave Unit 101",ON,N8X 1J6,519-253-8481,https://wechc.org/location/teen-health/,,,"Free youth health services ages 12-24"
Windsor,Bulimia Anorexia Nervosa Association (BANA),Health/Mental Health,,"1500 Ouellette Ave #100",ON,N8X 1K7,1-855-969-5530,https://bana.ca/,,,"Eating disorder support"
Windsor,Youth Wellness Hub Windsor-Essex,Health/Youth,,"215 Eugenie Ave West Unit 106",ON,N8X 2X7,519-800-8640,https://youthwellnesshub.ca/,,,"One-stop youth mental health; drop-in based"
Windsor,AIDS Committee of Windsor,Health,,"511 Pelissier St",ON,N9A 4L2,519-973-0222,https://www.pozitivepathways.com/,,,"HIV/AIDS support; now Pozitive Pathways Community Services"
Windsor,Legal Assistance of Windsor (LAW),Legal Services,,"443 Ouellette Avenue, 2nd Floor",ON,N9A 4J2,519-256-7831,https://www.legalassistanceofwindsor.com/,,,"Legal aid clinic"
Windsor,Windsor-Essex Bilingual Legal Clinic,Legal Services,,"1770 Langlois Avenue",ON,N8X 4M5,,https://www.blc-cjb.com/,,,"Bilingual legal services"
Windsor,Community Living Windsor,Developmental Services,,"7025 Enterprise Way",ON,N8T 3N6,519-974-4221,https://www.clwindsor.org/,,,"Intellectual disability support; 650+ people served"
Windsor,Society of Saint Vincent de Paul Windsor Essex,Social Services/Food,,"3707 Queen St (off Prince Rd)",ON,N9C 1P2,519-253-7481,https://www.ssvpwindsoressex.com/,,,"572 Vincentians; serves 50,000+"
Windsor,Salvation Army Windsor,Social Services,,"355 Church St",ON,N9A 7G9,519-253-7473,https://salvationarmywindsor.ca/,,,"Community and rehabilitation"
Windsor,A Life Worth Living,Social Services,,,,ON,N8X 3J5,519-966-0564,,,,"Community support"
Windsor,Autism Services Incorporated,Health/Disability,,,,ON,,,,,,"Autism support services"
Windsor,Canadian Diabetes Association Windsor,Health/Disease Specific,,,,ON,,,,,,,"Diabetes support"
Windsor,Sport Fest Windsor,Sports/Health,,,,ON,N9G 2N6,519-972-8703,,,,"Organ & tissue donation awareness"
Windsor,55th Windsor Sparks Brownies Guides Pathfinders and Ranger Unit,Youth (Guides),,,,ON,N9G 1C7,519-791-7396,,,,"Girl Guides of Canada"
Windsor,4th Wall Music,Arts/Music,,,,ON,,734-730-6274,,,,"Music organization"
Windsor,Drouillard Place,Community Centre,,,,ON,,,,,,,"Community gathering space"
Windsor,Essex Region Conservation Foundation,Environmental,,,,ON,,,https://essexregionconservation.ca/,,,"Conservation and environment"
Windsor,Essex County Field Naturalists' Club,Environmental,,,,ON,,,https://www.essexcountynature.com/,,,"Nature outings and education"
Windsor,Feeding Windsor Essex by New Song Church,Food/Religious,,,,ON,,,,,,,"Food assistance program"
Windsor,Community Support Centre of Essex County,Social Services,,,,ON,,,,,,,"Community support services"
Windsor,Essex County Youth Diversion,Youth/Justice,,,,ON,,,,,,,"Youth diversion programs"
Windsor,Beauty is Me,Youth/Cultural,,,,ON,,,,,,,"Youth empowerment"
Windsor,Chasing Hazel Foundation,Health/Children,,,,ON,,,https://www.chasinghazel.com/,,,"Pediatric medical support"
Windsor,GR8 Day - Crossroads Addiction Recovery Support,Addiction Services,,,,ON,,,,,,,"Addiction recovery support"
Windsor,Windsor Essex Food Bank Association,Food,,"6955 Cantelon Drive",ON,N8T 3J9,519-944-4900,https://wefba.ca/,,,"Food bank coordination; hub at UHC"
Windsor,Windsor Lifeline Outreach,Social Services,,,,ON,,,,,,,"Community outreach"
Windsor,Maryvale Children's Mental Health,Mental Health/Children,,"3640 Wells St",ON,N9C 1T9,519-258-0484,https://www.maryvale.ca/,,,"Children's mental health treatment"
Windsor,ICHA,Disability/Recreation,,,,ON,,,,,,,"Sports for people with disabilities"
Windsor,WE Community Arts Project,Arts/Community,,,,ON,,,https://www.wecommunityartsproject.com/,,,"Arts programming for all ages"
Windsor,Common Ground Art Gallery,Arts,,,,ON,,,,,,"Artist-run gallery space"
LaSalle,LaSalle Minor Hockey Association,Sports (Youth),,"2160 Old Front Rd",ON,N9J 2C9,519-946-3052,https://lasallesabres.com/,,,"Youth hockey (Sabres)"
LaSalle,Rotary Club of LaSalle,Service Club,,"7555 Matchette Rd (Essex Golf & Country Club)",ON,N9J 2S4,,https://www.rotarylasalle.com/,,,"Meets at Essex Golf & Country Club"
LaSalle,LaSalle Community Fund Association,Foundation,,,,ON,,,https://lasallecommunityfund.ca/,,,"Community investment fund"
LaSalle,Knights of Columbus LaSalle,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Knights of Columbus council"
Leamington,Erie Shores Health Foundation,Health Foundation,,"197 Talbot St W Suite 210",ON,N8H 1N8,,https://www.eshf.ca/,,,"Supports Erie Shores HealthCare; Leamington Medical Village"
Leamington,Erie Shores Hospice,Hospice/Palliative Care,,,,ON,,,https://www.thehospice.ca/,,,"Hospice Erie Shores Campus"
Leamington,South Essex Community Council,Social Services,,"215 Talbot St E",ON,N8H 3X5,519-326-8629,https://secc.on.ca/,,,"Employment, settlement, community support"
Leamington,Leamington Regional Food Hub,Food,,"215 Talbot St E",ON,N8H 3X5,519-326-8629,https://www.uhc.ca/leamington-regional-food-hub/,,,"16,000 sq ft facility; Farm to Food program"
Leamington,Migrant Worker Community Program,Immigration/Employment,,"215 Talbot Street East",ON,N8H 3X5,,,,,"Support for 20,000+ seasonal workers"
Leamington,Rotary Club of Leamington,Service Club,,,,ON,,,rotaryleamington@gmail.com,,,"Rotary International chapter"
Leamington,Sun Parlor Home,Seniors Care,,"175 Talbot Street East",ON,N8H 1L9,519-326-5731,,,,"County of Essex long-term care; 206 beds"
Leamington,Portuguese Community Village,Cultural/Ethnic (Portuguese),,,,ON,,,,,,,"Carrousel of Nations participant"
Leamington,German Village,Cultural/Ethnic (German),,,,ON,,,,,,,"Carrousel of Nations participant"
Leamington,Lebanese Village,Cultural/Ethnic (Lebanese),,,,ON,,,,,,,"Carrousel of Nations participant"
Leamington,Consulate of Mexico Leamington,Government/Community,,,,ON,,,,,,,"Supports migrant workers"
Lakeshore/Belle River,Good Neighbour Club of Belle River and Area,Seniors/Recreation,,,,ON,,,,,,,"Workshops, luncheons, fitness for older adults"
Lakeshore/Belle River,Skate Lakeshore,Sports (Youth),,,,ON,,,https://skateontario.org/clubs/skate-lakeshore/,,,"Figure skating club"
Lakeshore/Belle River,Lakeshore Hub,Community Services,,,,ON,,,https://www.thelakeshorehub.ca/,,,"Community events and services"
Lakeshore/Belle River,Royal Canadian Legion Branch 261,Veterans,,"12326 Lanoue Street",ON,N8N 1N3,,,,,,"Tecumseh/Lakeshore branch"
Kingsville,Jack Miner Migratory Bird Sanctuary,Environmental/Conservation,,"332 Road 3 W",ON,N9Y 2E5,519-733-4034,https://jackminer.ca/,,,"Est. 1904; waterfowl conservation"
Kingsville,Rotary Club of Kingsville,Service Club,,,,ON,,,Kingsvillesouthshore@gmail.com,,,"Rotary International chapter"
Kingsville,South Essex Community Council - Kingsville Office,Social Services,,"21 Mill St W",ON,,,https://secc.on.ca/,,,"SECC branch office"
Kingsville,Kingsville Community Food Bank,Food,,,,ON,,,,,,,"Food assistance"
Amherstburg,Amherstburg Community Foundation,Foundation,,,,ON,,,https://www.amherstburgfoundation.org/,info@amherstburgfoundation.org,,"Community charitable fund"
Amherstburg,Amherstburg Community Services (ACS),Social Services,,"320 Richmond Street",ON,N9V 1H4,519-736-6811,https://www.amherstburg-cs.com/,,,"40+ years; 20+ programs; serves LaSalle, Harrow, McGregor"
Amherstburg,Amherstburg Chamber of Commerce,Business,,"61 Richmond St",ON,N9V 1G1,519-736-2001,,,,"Economic development"
Amherstburg,Community Mediation Windsor Essex,Legal/Mediation,,,,ON,,,https://fswe.ca/cmwe/,,,"Free conflict resolution"
Amherstburg,Scouts Canada 2nd Amherstburg Group,Youth (Scouts),,"Anderdon Public School",ON,,519-819-8077,,Darryl Walker,Contact,"2ndamherstburgscouting@gmail.com"
Amherstburg,Girl Guides of Canada - Camp Bryerswood,Youth (Guides),,"6480 Texas, Anderdon",ON,N0R 1J0,519-948-5974,,Cathy Meyers,Contact,"cmeyers15@hotmail.com"
Amherstburg,The House Youth Centre,Youth Services,,"320 Richmond Street",ON,N9V 1H4,519-736-6811,,,,"Youth programs"
Amherstburg,202 Fort Malden Windsor Regiment RCAC,Youth (Cadets),,,,ON,,519-736-4900,,202fortmaldenrcac@gmail.com,,"Army cadets"
Amherstburg,Amherstburg Minor Hockey Association,Sports (Youth),,"3295 Meloche Rd",ON,N9V 2Y8,,https://amherstburghockey.com/,,,"Youth hockey; Libro Centre"
Amherstburg,Amherstburg Minor Soccer Association,Sports (Youth),,"P.O. Box 252",ON,N9V 2Z4,519-816-2298,https://socceramsa.com/,,,"info@socceramsa.com"
Amherstburg,Amherstburg Minor Baseball Association,Sports (Youth),,,,ON,,519-791-0852,https://leaguelineup.com/welcome.asp?url=amherstburgminorbaseball,,,"Youth baseball"
Amherstburg,Skate Amherstburg,Sports (Youth),,"Libro Centre, 3295 Meloche Rd",ON,N9V 2Y8,519-800-8412,https://skateamherstburg.ca/,,,"info@skateamherstburg.ca"
Amherstburg,The Miracle League of Amherstburg,Sports (Disability),,"60 Sandwich St. South",ON,N9V 1Z4,519-736-2138,https://amherstburgmiracle.com/,,,"Adaptive baseball"
Amherstburg,Fort Malden Golden Age Club,Seniors,,,,ON,,,https://goldenagecentre.ca/,,,"Social activities for retirees"
Amherstburg,Royal Canadian Legion Fort Malden Branch 157,Veterans,,"281 Dalhousie Street",ON,N9V 1X1,519-736-4485,,rclbranch157@cogeco.net,,"Mon/Wed 10:30am-1:30pm"
Amherstburg,Knights of Columbus Amherstburg Council #2110,Fraternal (Knights of Columbus),,"190 Richmond St",ON,N9V 1G4,519-736-4870,https://kofc2110.com/,,,"Knights of Columbus"
Amherstburg,Amherstburg Lions Club,Service Club,,,,ON,,519-736-6564,https://e-clubhouse.org/sites/amherstburg,,,"Lions International chapter"
Amherstburg,Rotary Club of Amherstburg,Service Club,,,,ON,,,https://amherstburgrotary.com/,info@amherstburgrotary.com,,"Rotary International chapter"
Amherstburg,Amherstburg Optimist Club,Service Club,,,,ON,,,https://optimist.org/,,,"Optimist International chapter"
Amherstburg,Thistle Masonic Lodge No. 34,Fraternal (Masonic),,"68 Murray Street",ON,,519-981-3529,,R.W. Bro. Paul Barber,Secretary,"pbarber@myorton.com"
Amherstburg,Provincial Marine Amherstburg Re-Enactment Unit,Heritage/Historical,,"224 Dalhousie Street",ON,,,https://provincialmarine.org/,,,"King's Navy Yard Park"
Amherstburg,Amherstburg Historical Site Association,Heritage/Historical,,,,ON,,519-736-2511,https://parkhousemuseum.com/,curator@parkhousemuseum.com,,"Est. 1973; historic preservation"
Amherstburg,Bellevue Cultural Foundation,Heritage/Historical,,"525 Dalhousie Street",ON,,,,,,,"Belle Vue House preservation"
Amherstburg,Amherstburg Fort Malden Horticultural Society,Environmental/Garden,,,,ON,,519-980-6182,,,,"Gardens at Navy Yard Park"
Amherstburg,Wings Wildlife Rehabilitation Centre,Animal Welfare,,"5281 Middleside Road, County Road 10",ON,N9V 2Y9,519-736-8172,https://wingsrehab.ca/,,,"Wildlife rehab since 1991"
Amherstburg,AMA Sportsman Association,Recreation/Sports,,"468 Lowes Side Road",ON,N9V 2Y8,519-736-5706,https://amasportsmen.com/,info@amasportsmen.com,,"Sportsmen's club"
Amherstburg,Community Living Essex County - Amherstburg,Developmental Services,,"260 Bathurst St",ON,N9V 1Y9,519-736-5077,https://www.communitylivingessex.org/,,,"Intellectual disability support"
Amherstburg,Amherstburg Food and Fellowship Mission,Food/Social Services,,,,ON,,,,,,,"Food assistance"
Tecumseh,Royal Canadian Legion Branch 594,Veterans,,"5030 Howard Ave",ON,N9H 0M3,519-735-8601,https://rcl594.com/,,,"Oldcastle/Tecumseh branch"
Tecumseh,Knights of Columbus Tecumseh,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Knights of Columbus council"
Tecumseh,Windsor-Lake St. Clair Catholic Family of Parishes - Knights of Columbus,Fraternal (Knights of Columbus),,,,ON,,,https://catholicfamily.ca/knights,,,"Multiple councils serving area"
Essex,Royal Canadian Legion Branch 201,Veterans,,"103 Talbot Street North",ON,N8M 2C3,,,,,,"Essex branch"
Essex,Town of Essex Community Organizations,Various,,,,ON,,,https://www.essex.ca/,,,"Multiple local organizations"
Essex,Essex Area Food Bank,Food,,,,ON,,,essexareafoodbank@gmail.com,,,"Food assistance"
Essex,Salvation Army Essex,Social Services,,"26 Talbot St N",ON,,,,,,"Mon, Wed, Fri 9am-noon"
Harrow,Kinsmen Club of Harrow,Service Club,,"P.O. Box 315",ON,N0R 1G0,,https://district1kin.ca/index.php/ZoneH/HarrowKinsmenClub,Tim Olson,President,"Kin Canada District 1, Zone H"
Harrow,Harrow and Colchester South Chamber of Commerce,Business,,,,ON,,,,,,,"Business promotion"
Harrow,Kiwanis Sunshine Point Camp,Youth/Recreation,,,,ON,,,,,,,"Kiwanis camp on Lake Erie shores"
McGregor,Amherstburg Community Services - McGregor,Social Services,,,,ON,,,https://www.amherstburg-cs.com/,,,"ACS satellite services"
Oldcastle,Royal Canadian Legion Branch 594,Veterans,,"5030 Howard Ave",ON,N9H 0M3,519-735-8601,https://rcl594.com/,,,"Same as Tecumseh listing"
Comber,Lakeshore Hub Programs,Community Services,,,,ON,,,https://www.thelakeshorehub.ca/,,,"Community services"
Wheatley,Community Support Services,Social Services,,,,ON,,,,,,,"Erie Shores area services"
Cottam,Rotary Club of Cottam,Service Club,,,,ON,,,cottam.rotary@gmail.com,,,"Rotary International chapter"
Various,Knights of Columbus Council #2775,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Simon & St. Jude Council"
Various,Knights of Columbus Council #8682,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Paroisse St-Jérôme Council"
Various,Knights of Columbus Council #4375,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Ste. Annes Council"
Various,Knights of Columbus Council #2844,Fraternal (Knights of Columbus),,,,ON,,,,,,,"St. Clement's Council"
Various,Knights of Columbus Council #3305,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Holy Name Council"
Various,Knights of Columbus Council #4555,Fraternal (Knights of Columbus),,,,ON,,,,,,,"St. John the Evangelist Council"
Various,Knights of Columbus Council #4924,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Council #5642,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Council #8783,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Council #8919,Fraternal (Knights of Columbus),,,,ON,,,https://ontariokofc.ca/2017/07/05/fr-paul-j-f-wattson-council-8919-6/,,,"Fr. Paul J.F. Wattson Council"
Various,Knights of Columbus Council #9645,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Council #11774,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Council #12494,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Council #13335,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Council #14969,Fraternal (Knights of Columbus),,,,ON,,,,,,,"Windsor-Essex area"
Various,Knights of Columbus Assembly 2097,Fraternal (Knights of Columbus),,,,ON,,,,,,,"4th Degree Assembly"
Windsor,Community Living Essex County,Developmental Services,,"372 Talbot St N, Essex",ON,N8M 2W4,519-776-6483,https://www.communitylivingessex.org/,,,"Serves 700+ people since 1961; main office Essex"
Windsor,Abode Respite Services Inc,Respite Care,,,,ON,,,,,,,"WECF grant recipient"
Windsor,Academie Ste-Cecile International School,Education,,,,ON,,,,,,,"WECF grant recipient"
Windsor,Canadian Improv Games,Arts/Youth,,,,ON,,,,,,,"WECF grant recipient"
Windsor,Epilepsy Canada,Health/Disease Specific,,,,ON,,,,,,,"WECF grant recipient"
Windsor,Greater Essex County District School Board,Education,,,,ON,,,,,,,"WECF grant recipient"
